Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Oil tanker,1203,649,387386,743163,2005,2007,2009,2009,1238,3179,3506,3539,140,320,662,664,39,67,76,76,26696.1,2066392,2106066,202833823,355348440,380938159,168607,453217,561836
General cargo,829,218,3730,5070,1998,2000,2004,2004,539,841,771,753,59,93,181,171,48,110,96,97,874.4,66618,67897,4857291,15090388,21694645,5859,24657,33776
Container,567,91,10240,12187,2003,2004,2004,2004,503,606,544,543,40,48,66,67,19,23,26,27,1361.2,105090,107107,9455199,29699102,33105973,16676,56343,65989
Bulk carrier,252,204,5289,9230,2007,2008,2008,2008,513,709,695,696,51,82,162,159,100,125,107,108,550.3,42575,43392,3093050,7330365,9307266,12274,46840,56660
Chemical tanker,201,89,3338,5415,2006,2007,2006,2006,637,906,863,863,64,124,235,236,32,70,82,81,595.3,45836,46716,2061693,9754523,11409619,10257,55946,68076
Service - tug,190,62,63,53,1998,1998,1994,1992,394,711,623,680,127,254,859,937,26,264,403,459,114.6,8608,8774,1345664,3182089,4260646,7082,18288,24692
Ro-Ro,135,26,420,262,1990,1999,1984,1986,444,360,619,597,51,106,128,122,29,41,99,100,192.0,14720,15002,391210,1638309,1073436,2898,6915,8370
Liquefied gas tanker,65,21,768,937,2004,2005,2000,1999,790,1261,1297,1293,74,184,306,313,25,68,47,48,189.2,14513,14792,706956,2048167,2261832,10876,59547,78306
Service - other,44,12,74,76,1983,1994,1984,1984,528,768,646,622,92,156,200,193,142,328,466,394,44.5,3343,3407,530651,1088780,1173226,12060,26836,30302
Ferry-pax only,30,1,15,1,1993,1993,1993,1993,548,548,806,806,12,12,26,26,19,19,97,97,17.8,1336,1362,109369,222740,280584,3646,8478,11176
Vehicle,29,7,256,119,1988,2002,1992,1990,500,375,432,459,59,114,102,91,35,15,45,53,47.1,3564,3633,120563,531551,615591,4157,15802,17006
Refrigerated bulk,2,2,10,11,1984,1984,1984,1984,1146,1146,1138,1134,350,350,365,360,4,4,4,4,10.4,782,797,31389,68587,77257,15695,33445,36111
Miscellaneous - fishing,1,1,0,0,1990,1990,1990,1990,535,535,535,535,830,830,830,830,417,417,417,417,2.0,152,155,1317,2922,3322,1317,3100,3675
