Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
United Arab Emirates,1296,504,37848,66176,2002,2004,2007,2007,594,868,1031,1081,64,114,622,674,32,76,48,47,4049.7,312252,318247,27118881,64927372,74389292,20925,65984,81639
Iran (Islamic Republic of),982,436,6916,11371,1998,2001,2004,2004,277,615,399,382,30,81,153,153,40,113,107,106,1410.8,108374,110454,7472106,19103811,23311326,7609,25911,32513
Kuwait,207,112,451,643,2001,2003,2003,2004,168,530,219,208,46,183,268,248,36,133,121,114,194.0,14741,15024,962461,2381297,3022905,4650,13543,17642
India,200,109,36762,69403,2004,2004,2003,2003,1516,1928,1762,1773,162,231,213,212,52,83,82,82,3044.6,235731,240257,20748591,38046760,41644998,103743,282257,347990
China,134,102,111758,214220,2009,2009,2010,2010,6073,5926,5982,6037,556,574,611,611,56,78,76,75,6294.6,487558,496920,51659901,87851938,91949584,385522,1048828,1312687
Qatar,102,74,2806,3347,2007,2008,2006,2006,443,557,520,525,35,52,50,53,19,51,28,32,301.3,23305,23752,1969080,5153015,6023081,19305,62521,73683
Saudi Arabia,91,76,1423,2372,2007,2008,2008,2008,321,446,363,355,32,67,72,73,47,114,90,94,211.2,16315,16628,980475,2444206,2996005,10774,37177,46179
Oman,67,54,2865,5200,2008,2009,2010,2010,731,840,771,765,69,97,108,108,34,79,41,38,329.6,25471,25960,1848174,3748811,4322977,27585,83633,104172
Bahrain,57,20,881,1132,2008,2006,2008,2008,329,490,459,472,30,85,79,89,15,127,78,99,135.6,10487,10688,788096,2251006,2540066,13826,44659,52365
Egypt,50,49,22359,43001,2010,2010,2011,2011,3475,3459,3529,3533,345,342,347,347,44,70,64,64,1529.8,118490,120765,11036246,19125790,20336723,220725,597364,743203
Singapore,41,32,8991,16631,2007,2007,2008,2008,3806,3738,3185,3385,335,355,372,375,36,60,55,56,840.1,65065,66314,5957663,11996169,13560554,145309,401439,494054
"Korea, Republic of",41,29,27909,53651,2008,2009,2010,2010,6317,5989,5900,6149,582,571,641,642,39,95,100,99,1621.6,125605,128017,12860632,21861436,22850620,313674,854686,1070490
Greece,33,29,11043,21216,2009,2010,2009,2009,4042,4078,4064,4065,383,382,382,382,41,50,52,52,997.4,77261,78744,7765594,14632591,16483780,235321,617944,746487
United States of America,23,14,26783,51658,1996,2009,2012,2012,11795,11135,12365,12477,948,972,1130,1130,31,112,117,119,1696.5,130820,133332,12305621,20848413,21630888,535027,1451549,1818492
Turkey,23,23,7751,14851,2008,2008,2007,2007,4045,4142,4136,4134,373,389,390,390,32,46,47,48,706.3,54708,55758,5332037,10086356,11339970,231828,612434,743767
Spain,20,20,9020,17236,2008,2008,2009,2009,5568,5486,5695,5707,518,495,524,524,38,46,46,46,783.0,60655,61820,6314618,11917995,13426308,315731,829859,1002509
Italy,20,20,7123,13677,2006,2006,2006,2006,4728,4615,4730,4771,426,423,436,436,60,86,85,85,700.1,54219,55260,5101431,9761370,11017606,255072,674137,813713
Malaysia,19,17,11742,22362,2007,2008,2007,2007,3997,5170,5410,5530,401,451,612,611,20,67,56,56,734.2,56873,57965,5840644,10407393,11061212,307402,837331,1041091
Indonesia,18,13,9900,18867,2009,2009,2009,2009,3853,5506,5509,5733,315,511,776,776,15,19,20,20,560.1,43382,44215,4809898,8399377,8975166,267217,730920,910762
Japan,15,11,10088,19444,2005,2008,2008,2008,6881,5859,6873,6888,486,529,606,607,49,64,61,61,715.0,55351,56414,4790012,8187124,8642580,319334,865610,1086695
Pakistan,14,8,157,184,2005,2006,2008,2007,1401,1307,1033,1019,126,106,126,126,24,26,36,35,39.9,3074,3133,118322,356794,422051,8452,46373,61313
Netherlands,11,11,13850,26821,2008,2008,2009,2009,11760,10090,10608,10606,1052,952,1026,1025,43,47,52,52,946.0,73037,74439,7463023,13194557,14235080,678457,1816356,2242232
"Taiwan, Province of China",11,11,8288,15791,2006,2006,2007,2007,5545,5098,5599,5601,495,451,492,492,31,36,31,30,437.3,33872,34522,3815964,6470134,6787199,346906,946925,1182818
Haiti,10,1,10,6,1971,1971,1971,1971,318,318,308,308,46,46,52,52,51,51,51,51,6.8,509,519,23163,178581,84271,2316,5653,8058
Hong Kong,10,2,84,107,2007,2002,2008,2008,163,766,229,229,60,114,72,71,8,8,11,11,15.7,1217,1241,95620,250995,287790,9562,27591,32485
Venezuela (Bolivarian Republic of),5,5,11761,22739,2009,2009,2010,2010,15999,15986,15980,15998,1661,1966,2035,2037,318,310,302,300,872.2,67402,68696,5733648,9849169,10403617,1146730,3095371,3855522
Philippines,4,1,73,90,2005,2005,2005,2005,311,311,333,333,79,79,79,79,46,46,48,48,10.5,813,828,72251,174170,191774,18063,48200,54484
France,4,4,1827,3515,2012,2012,2012,2012,5019,5534,5524,5534,602,583,592,592,33,29,27,27,173.0,13401,13659,1286586,2424295,2730996,321647,844632,1020330
Sri Lanka,4,4,778,1435,1999,1999,2002,2002,2555,2702,2404,2396,201,203,205,205,42,44,4,3,53.2,4113,4192,364082,654089,687060,91021,270029,341097
Colombia,3,2,1891,3706,1975,1983,2008,2008,248,5879,11530,11543,49,484,937,937,38,41,57,57,77.0,5966,6080,881805,1486947,1548663,293935,797711,999357
Portugal,3,3,1438,2785,2009,2009,2009,2009,5704,5809,5808,5808,517,589,592,592,46,38,37,37,115.5,8945,9116,1019242,1920542,2163512,339747,892163,1077749
South Africa,3,3,2362,4590,2011,2011,2011,2011,4682,4832,4831,4835,405,411,413,413,0,0,0,0,125.5,9721,9908,1091562,1839790,1915325,363854,987332,1236764
Croatia,3,3,1170,2245,2005,2005,2005,2005,4689,4664,4664,4664,443,432,432,432,29,62,62,63,105.3,8159,8316,821717,1548349,1744233,273906,719266,868886
Yemen,2,2,82,148,1996,1996,2016,2016,545,545,971,973,70,70,127,127,56,56,111,111,9.9,766,781,54875,104119,117942,27438,72281,87591
Aruba,2,2,5118,10123,2011,2011,2011,2011,15803,15803,15802,15801,1697,1697,1690,1690,14,14,13,13,303.9,23487,23938,2407183,4057223,4223798,1203591,3265993,4091086
Canada,2,1,0,1,1975,1975,1975,1975,49,49,49,49,58,58,54,54,6,6,5,5,0.5,37,37,1247,3658,5045,624,2498,3150
Maldives,2,2,27,33,1996,1996,1996,1996,2279,2279,2278,2276,177,177,177,177,19,19,19,19,7.9,611,622,25232,73100,80726,12616,69071,90830
