Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Oil tanker,1223,662,201239,384659,2006,2007,2009,2009,611,1668,1777,1787,64,182,356,357,79,101,92,91,13099.7,1014307,1033782,111031288,196263846,212316816,90786,243264,301144
General cargo,835,223,4726,6289,1998,2000,2005,2006,486,1249,967,925,58,129,249,252,27,70,75,71,921.1,70408,71760,5433687,17084471,24565438,6507,28346,38613
Container,571,92,9226,11162,2003,2004,2004,2004,458,438,483,490,38,35,49,50,20,29,37,38,1255.2,96937,98798,8910230,28203035,31332773,15605,52652,61605
Bulk carrier,253,201,21991,39357,2007,2008,2009,2009,913,2847,2911,2986,104,325,714,722,123,185,227,228,2102.4,162711,165835,11066646,28146793,34534655,43742,177046,215044
Chemical tanker,200,92,4127,6693,2005,2006,2007,2007,603,1125,1093,1092,54,114,221,222,50,77,121,121,674.5,52045,53045,2283168,11552010,13504300,11416,66865,81695
Service - tug,190,66,67,46,1999,2001,2002,2001,255,984,675,622,58,382,1449,1391,13,140,146,169,128.8,9669,9854,1187971,2809194,3761359,6252,16145,21799
Ro-Ro,134,24,489,334,1990,1999,1987,1988,432,828,721,763,55,131,223,243,11,27,53,57,171.6,13159,13412,463234,1727028,1217005,3457,8225,9718
Liquefied gas tanker,63,21,774,923,2004,2005,2004,2003,701,1328,1379,1339,92,143,199,196,29,67,74,69,213.0,16309,16623,696809,2018770,2229368,11060,60556,79632
Service - other,45,12,48,51,1985,1996,1986,1985,153,328,436,439,33,83,441,437,31,55,93,88,37.3,2803,2857,359033,736656,793792,7979,17754,20046
Ferry-pax only,30,1,24,2,1993,1993,1993,1993,1005,1005,1316,1316,15,15,80,80,28,28,35,35,26.8,2013,2051,178715,363969,458489,5957,13853,18263
Vehicle,29,7,861,316,1988,2002,2003,2001,465,2111,1453,1218,53,140,311,285,10,12,13,13,65.8,5073,5171,320231,1411877,1635098,11042,41972,45172
Refrigerated bulk,2,2,23,24,1984,1984,1981,1981,2804,2804,2651,2594,372,372,675,673,104,104,49,49,17.8,1350,1376,71777,156837,176662,35889,76478,82574
Miscellaneous - fishing,1,1,0,0,1990,1990,1990,1990,371,371,371,371,62,62,62,62,200,200,200,200,0.4,32,33,912,2023,2300,912,2146,2545
