Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
United Arab Emirates,1658,711,57062,103633,2002,2005,2007,2007,588,756,770,776,58,97,281,292,46,101,95,96,6219.1,480472,489697,37953883,83246720,94157323,22891,68661,84945
Iran (Islamic Republic of),746,307,3908,6603,1997,1999,2004,2004,209,481,410,407,31,103,228,241,25,71,273,293,852.7,65416,66672,4553046,11039276,13155072,6103,19173,24100
Kuwait,258,118,3727,6439,2001,2001,2007,2007,222,1011,886,1106,15,145,681,735,28,105,97,97,414.3,31784,32394,2735741,5992422,7246608,10604,31943,40572
Saudi Arabia,143,92,2940,3807,2006,2007,2007,2007,301,518,423,416,25,53,57,61,33,58,63,71,410.1,31707,32315,1929558,5326712,6440106,13493,48188,58639
Singapore,111,99,39093,74551,2009,2010,2010,2010,3913,3952,3767,3827,355,390,392,393,74,101,89,88,2295.1,177751,181164,22312306,41503388,45996831,201012,555663,684223
India,104,57,17501,33051,2005,2004,2005,2005,1428,1806,1641,1659,137,164,183,183,68,81,87,87,1192.0,92303,94075,9790617,17799933,19506685,94141,258200,320338
Indonesia,86,75,41511,79707,2010,2010,2010,2011,3941,4026,3932,3970,356,384,392,393,70,79,82,82,1974.0,152906,155842,21282870,37511015,40136051,247475,668056,828723
Qatar,81,51,1698,2274,2004,2006,2004,2004,418,577,462,451,34,147,73,91,33,54,58,67,228.0,17622,17960,1359902,3239340,3662466,16789,48492,57405
Malaysia,80,69,36814,70213,2010,2010,2011,2011,3891,3828,3754,3794,333,349,356,356,88,88,92,92,1809.6,140169,142860,18422482,32651389,34821753,230281,627788,780663
Oman,46,41,1657,2770,2009,2008,2009,2009,695,1118,1245,1240,96,123,186,188,75,112,131,130,243.3,18826,19188,1580068,4009688,4940288,34349,116845,144551
China,32,19,8429,15876,2006,2007,2012,2012,765,3638,3551,3847,68,378,509,512,37,300,97,98,417.2,32276,32896,4196714,7408393,7898577,131147,358479,443074
Turkey,19,19,2200,3763,2003,2003,2006,2006,4209,4036,4318,4334,376,459,409,412,64,185,209,215,263.1,20341,20732,1032595,3564430,4303065,54347,267134,327128
United States of America,17,7,2627,4807,1984,2004,2009,2009,324,9259,9525,10310,45,1015,1171,1171,8,246,274,278,238.3,18413,18767,1077122,3249509,3763403,63360,287849,355562
"Korea, Republic of",15,9,4671,8003,2007,2008,2012,2012,433,4213,4310,4684,39,322,483,498,28,48,73,82,262.7,20348,20739,2136180,4258182,4559270,142412,401913,491828
Australia,14,14,3768,7051,2007,2007,2008,2007,6856,6525,6527,6526,741,827,831,826,219,194,201,200,300.5,23278,23725,1436177,4215592,4815812,102584,468762,572890
Brazil,14,14,3500,6150,2011,2011,2011,2011,8814,9125,7920,7904,821,905,893,887,174,158,164,164,341.6,26367,26873,2319543,5488225,6702796,165682,581799,707342
Hong Kong,13,2,293,371,2007,2002,2008,2008,747,1024,597,597,46,146,65,65,14,24,16,16,36.8,2852,2907,305682,809638,915657,23514,68499,79694
Sri Lanka,11,8,1422,2677,2003,2006,2012,2012,2476,2510,2522,2522,211,227,229,229,49,61,87,88,90.7,7011,7145,728274,1527901,1647478,66207,215504,270798
Pakistan,10,10,231,348,2010,2010,2010,2011,1215,1229,1050,1077,96,119,131,136,18,33,47,53,26.8,2072,2112,189068,496111,630902,18907,74552,92691
Egypt,10,10,703,1179,2004,2004,2005,2005,3357,3020,3185,3215,302,402,529,547,20,76,90,90,81.8,6326,6447,357293,1137545,1533107,35729,176046,223302
Viet Nam,9,7,787,1196,2010,2010,2011,2011,4449,3884,4313,4339,389,424,512,511,255,232,261,262,95.8,7394,7536,500068,1335206,2028918,55563,249511,320047
Haiti,8,1,6,4,1971,1971,1971,1971,226,226,257,257,28,28,36,36,4,4,5,5,1.8,134,137,15457,119169,56235,1932,4715,6722
Bahrain,7,7,122,212,2005,2005,2005,2005,329,597,380,368,70,58,74,76,63,74,60,62,18.0,1394,1421,74262,155341,192454,10609,33458,42578
