Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Basrah Oil Terminal,1527,886,389951,746212,2005,2006,2009,2009,716,2552,3416,3481,113,265,659,663,39,84,76,76,26997.1,2089408,2129525,203591988,363536862,390893901,133328,362810,449765
Umm Qasr,860,376,12795,16729,2002,2006,2005,2006,531,691,592,598,51,77,105,110,32,85,50,55,1904.2,146756,149574,10796610,33119962,39141038,12554,46020,56202
Khawr Al Amaya,593,247,5418,8284,1997,1998,2004,2005,469,930,788,817,56,156,173,175,39,136,66,65,994.7,76188,77650,6339137,16936074,20471671,10690,35510,44663
Al Faw,318,112,913,1212,1998,1996,2004,2005,572,815,594,597,61,120,131,122,37,141,93,87,280.2,21303,21712,1551306,4631246,6036345,4878,17551,23162
Khor Al Zubair,108,64,964,1546,1997,1999,2007,2007,559,817,703,699,78,112,122,120,62,142,138,139,226.6,17386,17720,1463346,3296146,4108149,13550,42094,53321
Khawr Al Zubair Lng Terminal,98,64,1228,1965,2005,2005,2008,2008,670,745,675,663,73,91,114,113,33,93,60,60,248.7,19170,19538,1456283,3623731,4463815,14860,50168,62939
Basrah,38,3,63,119,2006,2002,2006,2006,486,883,421,443,64,207,102,92,16,80,18,18,19.1,1466,1494,188491,544259,740488,4960,19227,24158
Baghdad,2,2,5,5,1986,1986,1989,1989,541,541,763,623,69,69,113,111,66,66,8,11,2.2,169,172,16279,33052,37321,8139,17637,19358
Al Hillah,1,1,197,391,2007,2007,2007,2007,1225,1225,1225,1225,178,178,178,178,53,53,53,53,6.5,506,516,92994,156739,163174,92994,252344,316094
Nasiriyah,1,1,11,19,2004,2004,2004,2004,389,389,389,389,316,316,316,316,8,8,8,8,1.2,95,96,8470,16763,20791,8470,27039,31438
Najaf,1,1,22,16,1998,1998,1998,1998,863,863,863,863,59,59,59,59,7,7,7,7,3.2,249,254,15009,58225,66438,15009,62847,76688
Mosul (Ak Mawsil),1,1,21,24,1982,1982,1982,1982,4986,4986,4986,4986,2192,2192,2192,2192,24,24,24,24,11.1,832,848,18261,52906,58425,18261,99979,131475
